0.0   ,29.65 
0.5   ,29.33 
1.0   ,29.01 
1.5   ,28.71 
2.0   ,28.41 
2.5   ,28.12 
3.0   ,27.83 
3.5   ,27.54 
4.0   ,27.25 
4.5   ,26.96 
5.0   ,26.67 
5.5   ,26.37 
6.0   ,26.07 
6.5   ,25.76 
7.0   ,25.44 
7.5   ,25.11 
8.0   ,24.75 
8.5   ,24.36 
9.0   ,23.93 
9.5   ,23.50 
10.0  , 23.01
10.5  , 22.50
11.0  , 21.96
11.5  , 21.39
12.0  , 20.81
12.5  , 20.20
13.0  , 19.57
13.5  , 18.93
14.0  , 18.26
14.5  , 17.54
15.0  , 16.82
15.5  , 16.04
16.0  , 15.22
