0.0, 39.51
0.5, 39.08
1.0, 38.65
1.5, 38.24
2.0, 37.84
2.5, 37.45
3.0, 37.07
3.5, 36.68
4.0, 36.29
4.5, 35.89
5.0, 35.49
5.5, 35.09
6.0, 34.68
6.5, 34.25
7.0, 33.81
7.5, 33.31
8.0, 32.74
8.5, 32.17
9.0, 31.48
9.5, 30.73
10.0, 29.94
10.5, 29.09
11.0, 28.20
11.5, 27.26
12.0, 26.28
12.5, 25.26
13.0, 24.17
13.5, 22.99
