0.0,  37.62
0.5,  37.25
1.0,  36.88
1.5,  36.52
2.0,  36.18
2.5,  35.84
3.0,  35.51
3.5,  35.18
4.0,  34.85
4.5,  34.52
5.0,  34.19
5.5,  33.85
6.0,  33.51
6.5,  33.16
7.0,  32.80
7.5,  32.43
8.0,  32.05
8.5,  31.64
9.0,  31.17
9.5,  30.66
10.0, 30.16
10.5, 29.56
11.0, 28.92
11.5, 28.24
12.0, 27.53
12.5, 26.78
13.0, 26.00
13.5, 25.19
14.0, 24.35
